Date and time (UTC),"Rocket, Booster Version",Boosters,Stage 2 Version,Stage 2 Serial Number,Launch site,Time Between Launches,Payload,Payload mass,Orbit,Customer,Launchoutcome,Landing Location,Booster landing / Ship landing,Latitude,Longitude,Support,Tug,Recovered,Fairing Flight Numbers,Fairing Recovery Ships,Fairing Latitude,Fairing Longitude
09/09/23 3:12,F9 v1.2 B5.4,B1076-7,Unknown,Unknown,SLC-40,"5 days, 00 hours, 24 minutes",Starlink Group 6-14,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7539,-75.1912,Doug,Crosby Skipper,Yes / Yes,Unknown / Unknown,Doug,25.4983,-74.6900
09/12/23 6:57,F9 v1.2 B5.4 ,B1071-11,Unknown,Unknown,SLC-4E,"3 days, 03 hours, 45 minutes",Starlink Group 7-2,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,30.0100,-116.7767,GO Beyond,Scorpius,Yes / Yes,Unknown / Unknown,GO Beyond,29.6409,-116.4845
09/16/23 3:38,F9 v1.2 B5.4,B1078-5,Unknown,Unknown,SLC-40,"3 days, 20 hours, 41 minutes",Starlink Group 6-16,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7539,-75.1912,Bob,Crosby Skipper,Yes / Yes,Unknown / Unknown,Bob,25.4483,-74.6767
09/20/23 3:38,F9 v1.2 B5.3 ,B1058-17,Unknown,Unknown,SLC-40,"4 days, 00 hours, 00 minutes",Starlink Group 6-17,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7832,-75.2183,Doug,Doug,Yes / Yes,Unknown / Unknown,Doug,25.4950,-74.7167
09/24/23 1:07,F9 v1.2 B5.4 ,B1060-17,Unknown,Unknown,SLC-40,"3 days, 21 hours, 29 minutes",Starlink Group 6-18,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7680,-75.2351,Bob,Bob,Yes / No,Unknown / Unknown,Bob,25.5417,-74.7000
09/25/23 8:48,F9 v1.2 B5.4,B1075-6,Unknown,Unknown,SLC-4E,"1 days, 07 hours, 41 minutes",Starlink Group 7-3,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.9902,-116.7623,GO Beyond,Scorpius,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.6883,-116.3600
09/30/23 2:00,F9 v1.2 B5.4 ,B1069-10,Unknown,Unknown,SLC-40,"4 days, 17 hours, 11 minutes",Starlink Group 6-19,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.8016,-75.2446,Doug,Doug,Yes / Yes,3 / Unknown,Doug,25.4817,-74.7017
10/05/23 5:36,F9 v1.2 B5.4,B1076-8,Unknown,Unknown,SLC-40,"5 days, 03 hours, 35 minutes",Starlink Group 6-21,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7888,-75.2250,Doug,Doug,Yes / Yes,Unknown / Unknown,Doug,25.5017,-74.7200
10/09/23 7:43,F9 v1.2 B5.4 ,B1063-14,Unknown,Unknown,SLC-4E,"4 days, 02 hours, 07 minutes",Starlink Group 7-4,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,30.0405,-116.8907,GO Beyond,Kimberly C,Yes / Yes,Unknown / Unknown,GO Beyond,29.6504,-116.4804
10/13/23 14:19,"FH v1.2 B5.4, F9 v1.2 B5.4, F9 v1.2 B5.4","B1079-1, B1064-4, B1065-4",Unknown,Unknown,LC-39A,"4 days, 06 hours, 36 minutes",Psyche,"2,600 kg",Heliocentric,SpaceX,Success,None / LZ-1 / LZ-2,No Attempt / Success / Success,N/A,N/A,N/A,N/A,Yes / Yes,1 / 1,Bob,25.2950,-65.4900
10/13/23 23:01,F9 v1.2 B5.4 ,B1067-14,Unknown,Unknown,SLC-40,"0 days, 08 hours, 41 minutes",Starlink Group 6-22,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7827,-75.2237,Doug,Crosby Skipper,Yes / Yes,Unknown / Unknown,Doug,25.4183,-74.5950
10/18/23 0:39,F9 v1.2 B5.4 ,B1062-16,Unknown,Unknown,SLC-40,"4 days, 01 hours, 38 minutes",Starlink Group 6-23,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.8433,-75.3533,Bob,Signet Titan,Yes / Yes,Unknown / Unknown,Bob,25.6650,-74.6550
10/21/23 8:23,F9 v1.2 B5.4 ,B1061-16,Unknown,Unknown,SLC-4E,"3 days, 07 hours, 44 minutes",Starlink Group 7-5,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.9902,-116.7623,GO Beyond,Kimberly C,Yes / Yes,Unknown / Unknown,GO Beyond,29.6036,-116.4108
10/22/23 2:17,F9 v1.2 B5.5,B1080-4,Unknown,Unknown,SLC-40,"0 days, 17 hours, 53 minutes",Starlink Group 6-24,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7924,-75.2334,Doug,Crosby Skipper,Yes / Yes,Unknown / Unknown,Doug,25.4467,-74.6600
10/29/23 9:00,F9 v1.2 B5.4,B1075-7,Unknown,Unknown,SLC-4E,"7 days, 06 hours, 43 minutes",Starlink Group 7-6,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.9902,-116.7623,GO Beyond,Kimberly C,Yes / Yes,Unknown / Unknown,GO Beyond,29.5417,-116.3783
10/30/23 23:20,F9 v1.2 B5.4,B1077-8,Unknown,Unknown,SLC-40,"1 days, 14 hours, 19 minutes",Starlink Group 6-25,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7924,-75.2334,Bob,Signet Titan,Yes / Yes,Unknown / Unknown,Bob,25.5150,-74.6417
11/04/23 0:37,F9 v1.2 B5.3 ,B1058-18,Unknown,Unknown,SLC-40,"4 days, 01 hours, 16 minutes",Starlink Group 6-26,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7924,-75.2334,Doug,Crosby Skipper,Yes / Yes,13 / 13,Doug,25.4467,-74.6600
11/08/23 5:05,F9 v1.2 B5.4 ,B1073-11,Unknown,Unknown,SLC-40,"4 days, 04 hours, 28 minutes",Starlink Group 6-27,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.8150,-75.3500,Bob,Signet Titan,Yes / Yes,Unknown / Unknown,Bob,25.4217,-74.6933
11/10/23 1:28,F9 v1.2 B5.5,B1081-2,Unknown,Unknown,LC-39A,"1 days, 20 hours, 22 minutes",SpaceX CRS-29 (Dragon C211-2),"~3,000 kg (6,500 lb)",Low-Earth Orbit,NASA (CRS),Success,LZ-1,Success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11/11/23 18:49,F9 v1.2 B5.4 ,B1071-12,Unknown,Unknown,SLC-4E,"1 days, 17 hours, 20 minutes",Transporter-9,Unknown,Sun-Synchronous Orbit,Numerous,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.8683,-121.5983
11/12/23 21:08,F9 v1.2 B5.4,B1076-9,Unknown,Unknown,SLC-40,"1 days, 02 hours, 19 minutes",O3b mPOWER 5 & 6,"3,400 kg (~7,500 lb)",Medium-Earth Orbit,SES S.A.,Success,ASoG,Success,28.2697,-73.5850,Bob,Crosby Skipper,Yes / Yes,8 / 9,Bob,28.1883,-72.3583
11/18/23 5:05,F9 v1.2 B5.4 ,B1069-11,Unknown,Unknown,SLC-40,"5 days, 07 hours, 56 minutes",Starlink Group 6-28,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.8150,-75.3500,Bob,Signet Titan,Yes / Yes,Unknown / Unknown,Bob,25.6080,-74.6808
11/18/23 13:02,SH v1.0,B9-1,SS v1.0,S25-1,OLP-A,"0 days, 07 hours, 57 minutes",Starship Flight 2,0 kg,Sub-orbital,SpaceX,Partial Failure,None / None,No Attempt / No Attempt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11/20/23 10:30,F9 v1.2 B5.4 ,B1063-15,Unknown,Unknown,SLC-4E,"1 days, 21 hours, 27 minutes",Starlink Group 7-7,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.4983,-116.3950
11/22/23 7:47,F9 v1.2 B5.4 ,B1067-15,Unknown,Unknown,SLC-40,"1 days, 21 hours, 17 minutes",Starlink Group 6-29,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7644,-75.1885,Bob,Crosby Skipper,Yes / No,Unknown / Unknown,Bob,25.4900,-74.6750
11/28/23 4:20,F9 v1.2 B5.4 ,B1062-17,Unknown,Unknown,SLC-40,"5 days, 20 hours, 32 minutes",Starlink Group 6-30,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7178,-75.1039,Bob,Crosby Skipper,Yes / Yes,Unknown / Unknown,Bob,25.3817,-74.5950
12/01/23 18:19,F9 v1.2 B5.4 ,B1061-17,Unknown,Unknown,SLC-4E,"3 days, 13 hours, 59 minutes",425 Project Flight 1 & others,"~1,000 kg (~2,400 lb)",Sun-Synchronous Orbit,South Korean DAPA & others,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,Unknown / Unknown,GO Beyond,31.3509,-121.9057
12/03/23 4:00,F9 v1.2 B5.4,B1078-6,Unknown,Unknown,SLC-40,"1 days, 09 hours, 40 minutes",Starlink Group 6-31,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7178,-75.1039,Doug,Signet Titan,Yes / Yes,Unknown / Unknown,Doug,25.7100,-74.8900
12/07/23 5:07,F9 v1.2 B5.4,B1077-9,Unknown,Unknown,SLC-40,"4 days, 01 hours, 06 minutes",Starlink Group 6-33,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7178,-75.1039,Bob,Crosby Skipper,Yes / Yes,Unknown / Unknown,Bob,25.3817,-74.5083
12/08/23 8:03,F9 v1.2 B5.4 ,B1071-13,Unknown,Unknown,SLC-4E,"1 days, 02 hours, 56 minutes",Starlink Group 7-8,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5417,-116.3783
12/19/23 4:01,F9 v1.2 B5.5,B1081-3,Unknown,Unknown,SLC-40,"10 days, 19 hours, 57 minutes",Starlink Group 6-34,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7178,-75.1039,Bob,Signet Titan / Signet Warhorse III,Yes / Yes,Unknown / Unknown,Bob,25.4978,-74.5686
12/23/23 5:33,F9 v1.2 B5.3 ,B1058-19,Unknown,Unknown,SLC-40,"4 days, 01 hours, 31 minutes",Starlink Group 6-32,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7178,-75.1039,Bob,Kurt J Crosby,Yes / Yes,Unknown / Unknown,Bob,25.3850,-74.6633
12/24/23 13:11,F9 v1.2 B5.4,B1075-8,Unknown,Unknown,SLC-4E,"1 days, 07 hours, 38 minutes",SARah-2 and SARah-3,"3,800 kg (~8,400 lb)",Polar Low-Earth Orbit,Bundeswehr,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,Unknown / Unknown,GO Beyond,30.4990,-120.6573
12/29/23 1:07,"FH v1.2 B5.5, F9 v1.2 B5.4, F9 v1.2 B5.4","B1084-1, B1064-5, B1065-5",Unknown,Unknown,LC-39A,"4 days, 11 hours, 55 minutes",USSF-52,"~5,000 kg (~11,000 lb)",Molniya,USSF,Success,None / LZ-1 / LZ-2,No Attempt / Success / Success,N/A,N/A,N/A,N/A,Yes / Yes,1 / 1,Doug,37.8633,-68.9900
12/29/23 4:01,F9 v1.2 B5.4 ,B1069-12,Unknown,Unknown,SLC-40,"0 days, 02 hours, 54 minutes",Starlink Group 6-36,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7178,-75.1039,Bob,Signet Warhorse III,Yes / Yes,Unknown / Unknown,Bob,25.6400,-74.4867
01/03/24 3:44,F9 v1.2 B5.5,B1082-1,Unknown,Unknown,SLC-4E,"4 days, 23 hours, 42 minutes",Starlink Group 7-9,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5417,-116.3783
01/03/24 23:04,F9 v1.2 B5.4 ,B1076-10,Unknown,Unknown,SLC-40,"0 days, 19 hours, 19 minutes",Ovzon-3,"1,800 kg",Geostationary Transfer Orbit,SpaceX,Success,LZ-1,Success,N/A,N/A,N/A,N/A,Yes / Yes,Unknown / Unknown,Bob,28.8350,-75.2083
01/07/24 22:35,F9 v1.2 B5.4 ,B1067-16,Unknown,Unknown,SLC-40,"3 days, 23 hours, 30 minutes",Starlink Group 6-35,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6936,-75.0950,Doug,Signet Titan III,Yes / Yes,Unknown / Unknown,Doug,25.4900,-74.5617
01/14/24 8:59,F9 v1.2 B5.4 ,B1061-18,Unknown,Unknown,SLC-4E,"6 days, 10 hours, 24 minutes",Starlink Group 7-10,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Scorpius,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5417,-116.3783
01/15/24 1:52,F9 v1.2 B5.4 ,B1073-12,Unknown,Unknown,SLC-40,"0 days, 16 hours, 52 minutes",Starlink Group 6-37,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6936,-75.0950,Doug,Signet Warhorse III,Yes / Yes,Unknown / Unknown,Doug,25.5260,-74.5548
01/18/24 21:49,F9 v1.2 B5.5,B1080-5,Unknown,Unknown,LC-39A,"3 days, 19 hours, 57 minutes",Axiom-3,"~13,000 kg (29,000 lb)",Low-Earth Orbit,Axiom Space,Success,LZ-1,Success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
01/24/24 0:35,F9 v1.2 B5.4 ,B1063-16,Unknown,Unknown,SLC-4E,"5 days, 02 hours, 45 minutes",Starlink Group 7-11,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Kimberly C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5417,-116.3783
01/29/24 1:10,F9 v1.2 B5.4 ,B1062-18,Unknown,Unknown,LC-39A,"5 days, 00 hours, 34 minutes",Starlink Group 6-38,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6936,-75.0950,Bob,Signet Warhorse III,Yes / Yes,15 / Unknown,Bob,25.4900,-74.5617
01/29/24 5:57,F9 v1.2 B5.4,B1075-9,Unknown,Unknown,SLC-4E,"0 days, 04 hours, 47 minutes",Starlink Group 7-12,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.6250,-116.5117
01/30/24 17:07,F9 v1.2 B5.4 ,B1077-10,Unknown,Unknown,SLC-40,"1 days, 11 hours, 09 minutes",NG-20,"3,726 kg (8,214 lb)",Low-Earth Orbit,NASA/Northrop Grumman,Success,LZ-1,Success,N/A,N/A,N/A,N/A,Yes / Yes,1 / 1,Doug,31.4817,-76.9083
02/08/24 6:33,F9 v1.2 B5.5,B1081-4,Unknown,Unknown,SLC-40,"8 days, 13 hours, 26 minutes",PACE,"1,964 kg (4,329 lb)",Sun-Synchronous Orbit,NASA,Success,LZ-1,Success,N/A,N/A,N/A,N/A,Yes / Yes,1 / 1,Bob,24.2283,-79.6800
02/10/24 0:34,F9 v1.2 B5.4 ,B1071-14,Unknown,Unknown,SLC-4E,"1 days, 18 hours, 00 minutes",Starlink Group 7-13,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5417,-116.3783
02/14/24 22:30,F9 v1.2 B5.4,B1078-7,Unknown,Unknown,SLC-40,"4 days, 21 hours, 56 minutes",USSF-124,Unknown,Low-Earth Orbit,USSF/SDA,Success,LZ-2,Success,N/A,N/A,N/A,N/A,Yes / Yes,Unknown / Unknown,Doug,30.4250,-75.9400
02/15/24 6:05,F9 v1.2 B5.4 ,B1060-18,Unknown,Unknown,LC-39A,"0 days, 07 hours, 34 minutes",Nova C (IM-1),"1,931 kg (4,250 lb)",Ballistic lunar transfer (BLT),Intuitive Machines / NASA,Success,LZ-1,Success,N/A,N/A,N/A,N/A,Yes / Yes,Unknown / Unknown,Bob,28.6047,-75.1815
02/15/24 21:34,F9 v1.2 B5.5,B1082-2,Unknown,Unknown,SLC-4E,"0 days, 15 hours, 29 minutes",Starlink Group 7-14,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5417,-116.3783
02/20/24 20:11,F9 v1.2 B5.4 ,B1067-17,Unknown,Unknown,SLC-40,"4 days, 22 hours, 37 minutes",Merah Putih 2,"~4,000 kg (8,800 lb)",Geostationary Transfer Orbit,Telkomsat,Success,JRtI,Success,28.4575,-73.9808,Bob,Signet Warhorse III,Yes / No,Unknown / Unknown,Bob,28.4095,-72.3226
02/23/24 4:11,F9 v1.2 B5.4 ,B1061-19,Unknown,Unknown,SLC-4E,"2 days, 08 hours, 00 minutes",Starlink Group 7-15,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,30.1249,-116.9509,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5379,-116.4573
02/25/24 22:06,F9 v1.2 B5.4 ,B1069-13,Unknown,Unknown,SLC-40,"2 days, 17 hours, 54 minutes",Starlink Group 6-39,"~17,500 kg (~35,800 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6259,-74.9857,Doug,Kurt J Crosby,Yes / Yes,Unknown / Unknown,Doug,25.2617,-74.3983
02/29/24 15:30,F9 v1.2 B5.4 ,B1076-11,Unknown,Unknown,SLC-40,"3 days, 17 hours, 24 minutes",Starlink Group 6-40,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.6936,-75.0950,Bob,Signet Warhorse III,Yes / Yes,Unknown / Unknown,Bob,25.4300,-74.8583
03/04/24 3:53,F9 v1.2 B5.5,B1083-1,Unknown,Unknown,LC-39A,"3 days, 12 hours, 23 minutes",Crew-8 (Crew Dragon C206-5 Endeavour),"~13,000 kg (29,000 lb)",Low-Earth Orbit,NASA (CTS),Success,LZ-1,Success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/04/24 22:05,F9 v1.2 B5.5,B1081-5,Unknown,Unknown,SLC-4E,"0 days, 18 hours, 11 minutes",Transporter-10,"~5,000 kg (~11,000 lb)",Sun-Synchronous Orbit,Various,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.8546,-121.6360
03/04/24 23:56,F9 v1.2 B5.4 ,B1073-13,Unknown,Unknown,SLC-40,"0 days, 01 hours, 50 minutes",Starlink Group 6-41,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.8495,-75.3290,Doug,Doug,Yes / Yes,Unknown / Unknown,Doug,25.5816,-74.8283
03/10/24 23:05,F9 v1.2 B5.4 ,B1077-11,Unknown,Unknown,SLC-40,"5 days, 23 hours, 09 minutes",Starlink Group 6-43,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,,,Bob,Signet Warhorse III,Yes / Yes,Unknown / Unknown,Bob,,
03/11/24 4:09,F9 v1.2 B5.4 ,B1063-17,Unknown,Unknown,SLC-4E,"0 days, 05 hours, 04 minutes",Starlink Group 7-17,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,,,GO Beyond,Lindsay C,Unknown / Unknown,Unknown / Unknown,GO Beyond,,
03/14/24 13:25,SH v1.0,B10-1,SS v1.0,S28-1,OLP-A,"3 days, 09 hours, 15 minutes",Starship Flight 3,None,Sub-orbital,SpaceX,Success,None / None,Uncontrolled (ocean) / Uncontrolled (ocean),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/24 0:21,F9 v1.2 B5.4 ,B1062-19,Unknown,Unknown,LC-39A,"1 days, 10 hours, 55 minutes",Starlink Group 6-44,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,,,Doug,Doug,Attempt / Attempt,Unknown / Unknown,Doug,,
03/19/24 2:28,F9 v1.2 B5.4,B1075-10,Unknown,Unknown,SLC-4E,"3 days, 02 hours, 07 minutes","Starlink Group 7-16, USA-350, and USA-351","~16,100 kg (~35,500 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,,,GO Beyond,Lindsay C,Unknown / Unknown,Unknown / Unknown,GO Beyond,,
03/21/24 20:55,F9 v1.2 B5.5,B1080-6,Unknown,Unknown,SLC-40,"2 days, 18 hours, 27 minutes",CRS-30,"2,841 kg (6,263 lb) (excl. Dragon mass)",Low-Earth Orbit,NASA,Success,LZ-1,Success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/24/24 3:09,F9 v1.2 B5.4,B1060-19,Unknown,Unknown,LC-39A,"2 days, 06 hours, 13 minutes",Starlink Group 6-42,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,,,Bob,Bob,,Unknown / Unknown,Bob,,
03/25/24 23:42,F9 v1.2 B5.4,B1078-8,Unknown,Unknown,SLC-40,"1 days, 20 hours, 33 minutes",Starlink Group 6-46,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,,,Doug,Signet Warhorse III,,Unknown / Unknown,Doug,,
03/30/24 21:52,F9 v1.2 B5.4,B1076-12,Unknown,Unknown,LC-39A,"4 days, 22 hours, 09 minutes",Eutelsat 36D,"5,000 kg (11,000 lb)",Geostationary Transfer Orbit,Eutelsat,Success,JRtI,Success,,,Bob,Crosby Courage,,Unknown / Unknown,Bob,,
03/31/24 1:30,F9 v1.2 B5.4,B1067-18,Unknown,Unknown,SLC-40,"0 days, 03 hours, 37 minutes",Starlink Group 6-45,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,,,Doug,Signet Warhorse III,,Unknown / Unknown,Doug,,
04/02/24 2:30,F9 v1.2 B5.4,B1071-15,Unknown,Unknown,SLC-4E,"2 days, 00 hours, 59 minutes",Starlink Group 7-18,"~16,100 kg (~35,500 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,,,GO Beyond,Lindsay C,,Unknown / Unknown,GO Beyond,,
04/05/24 9:12,F9 v1.2 B5.4,B1069-14,Unknown,Unknown,SLC-40,"3 days, 06 hours, 42 minutes",Starlink Group 6-47,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,,,Doug,Signet Warhorse III,,,Doug,,
04/06/24 2:31,F9 v1.2 B5.5,B1081-6,Unknown,Unknown,SLC-4E,"0 days, 17 hours, 19 minutes",Starlink Group 8-1,"~15,300 kg (~33,700 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,,,GO Beyond,Lindsay C,,,GO Beyond,,
